idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
CRS3035RES200mN2528200E3922200,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,"69383,69388",295,153,20,73,4,59,10,7977137.8,10212,149,4,26,11,73,43,0,7,9,10,19,17,39,88,60,22,18,13,0
CRS3035RES200mN2528200E3922800,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,298,167,26,92,4,76,15,8640676,10838,145,22,15,149,0,3,0,0,6,7,12,20,47,75,61,23,38,9,0
CRS3035RES200mN2528200E3923000,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,69383,73.5,29,1,6,1,24,2,3219890.6,3653,4,25,18,1,6,4,0,0,2,0,2,6.5,8,7,14,14,15,5,0
CRS3035RES200mN2528200E3923200,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,69383,531,227,79,96,27,29,39,10685666.6,15426,205,22,203,13,0,11,0,170,35.5,19,40.5,53,49,81,115,59,65,14,0
CRS3035RES200mN2528200E3923400,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,"69383,69029",92.5,33,1,4,6,30,2,4137961.8,4365,3,30,21,7,1,3,1,0,1,3,4,9.5,16,4,22,11,21,1,0
CRS3035RES200mN2528400E3917000,CRS3035RES1000mN2528000E3917000,CRS3035RES1000mN2528000E3917000,1,0,"69142,69382",19,7.7,0.7,2.8,1.4,7,0,932001.3,1286.4,5.6,2.1,2.1,0,0,5.6,0,0,0,0,0,0.7,2.8,0.7,3.5,2.1,9.2,0,0
CRS3035RES200mN2528400E3917400,CRS3035RES1000mN2528000E3917000,CRS3035RES1000mN2528000E3917000,0,0,69382,982.5,428,55,155,35,121,44,29485026.1,31546,428,0,0,0,0,428,0,110,58.5,28,65,96,73,272,221,90,68,10,1
CRS3035RES200mN2528400E3917600,CRS3035RES1000mN2528000E3917000,CRS3035RES1000mN2528000E3917000,0,0,69382,637.5,303,41,133,20,80,34,17719603,20705,303,0,34,58,0,211,0,72,41,13,50.5,49,46,193,128,46,48,23,0
CRS3035RES200mN2528400E3917800,CRS3035RES1000mN2528000E3917000,CRS3035RES1000mN2528000E3917000,0,0,69382,806,505,108,315,6,95,53,19099499.4,28927,505,0,308,56,32,109,0,223,31.5,11.5,31.5,30,70.5,240,147,88,109,47,0
CRS3035RES200mN2528400E3918000,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528400E3918000,0,0,69382,578.5,300,54,141,12,82,26,13762862.7,19785,299,1,78,49,80,93,0,59,27,9.5,23,31,54,151,106,63,73,41,0
CRS3035RES200mN2528400E3918600,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528400E3918600,0,0,69387,359.5,225,31,141,4,89,12,10680865.7,12819,225,0,0,0,0,225,0,0,14.5,7.5,9,13.5,45,144,62,22,32,10,0
CRS3035RES200mN2528400E3918800,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528400E3918800,0,0,69387,993.5,525,79,253,15,124,51,27244191.2,30882,525,0,11,0,0,514,0,120,51,25.5,64,53,74,414,176,67,59,10,0
CRS3035RES200mN2528400E3919000,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,800,409,92,202,21,57,41,18150490.9,22918,409,0,29,0,0,380,0,184,33.5,20,69,55.5,78,297,146,57,34,10,0
CRS3035RES200mN2528400E3919200,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,1,0,69387,6,2.8,0.3,1.5,0.2,1.5,0,182770.1,167,1.9,0.9,2.7,0,0,0.1,0,0,0.1,0.3,0.5,0.1,0.5,2,0.9,0.7,0.8,0.1,0
CRS3035RES200mN2528400E3919600,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,699.5,382,63,218,18,121,26,18667240.8,23240,378,4,148,0,38,196,0,52,36.5,15,40.5,46,63.5,237,133,67,47,14,0
CRS3035RES200mN2528400E3919800,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,1269.5,624,79,286,29,138,40,33252328.7,40856,623,1,44,89,0,491,0,151,79,35,78,73.5,127,491,225,82,61,18,0
CRS3035RES200mN2528400E3920000,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,69387,1633,805,145,410,63,147,87,38550018.2,48168,805,0,104,0,169,532,0,241,102.5,54,130.5,131,118,485,279,112,107,114,0
CRS3035RES200mN2528400E3920400,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,1,0,69387,37,11.1,3.7,2.8,3.7,0,2.8,666048.3,956.5,11.1,0,0,0,8.3,2.8,0,11.1,1.8,2.8,4.6,7.4,4.6,6.5,9.3,0,0,0,0
CRS3035RES200mN2528400E3920600,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,"69387,69388",509.5,214,58,75,22,5,55,9204242.6,14102,214,0,0,94,18,102,0,177,19,9,48.5,69.5,52.5,86,99,53,58,15,0
CRS3035RES200mN2528400E3921400,CRS3035RES1000mN2528000E3921000,CRS3035RES200mN2528400E3921400,0,0,"69388,69383",244.5,136,14,72,2,53,9,7926494.6,9549,132,4,75,0,38,23,0,0,7,5,8.5,11,29,66,52,25,27,14,0
CRS3035RES200mN2528400E3921600,CRS3035RES1000mN2528000E3921000,CRS3035RES200mN2528400E3921600,0,0,"69388,69383",235,140,16,79,2,64,10,7805218.2,10164,136,4,41,12,87,0,0,0,8,4,10.5,12.5,24,49,42,24,33,28,0
CRS3035RES200mN2528400E3921800,CRS3035RES1000mN2528000E3921000,CRS3035RES200mN2528400E3921800,0,0,"69383,69388",852.5,440,30,204,9,244,28,28756267.4,34029,429,11,56,208,50,126,0,0,48,13,34.5,49,69,217,166,81,117,58,0
CRS3035RES200mN2528400E3922000,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,150,82,11,44,3,41,6,4021762.3,5545,82,0,1,69,12,0,0,9,7,3,9.5,6.5,9,37,29,18,20,11,0
CRS3035RES200mN2528400E3922200,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,667.5,410,48,249,8,161,22,20250451.4,25960,379,31,90,41,140,139,0,6,22,7,19.5,30,77,213,109,86,79,25,0
CRS3035RES200mN2528400E3922400,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,332.5,182,33,109,10,44,15,8837566.8,11995,154,28,115,7,20,40,0,29,11.5,5,17,26,52,86,56,33,30,15,1
CRS3035RES200mN2528400E3922600,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,361.5,193,29,107,13,74,16,10488947.5,12960,160,33,95,36,14,48,0,38,4,8.5,19.5,28,41.5,90,79,39,39,13,0
CRS3035RES200mN2528400E3922800,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,317,151,12,60,7,82,19,10455415.6,12320,122,29,80,38,0,33,0,5,23,8,8,22,30,74,58,34,52,8,0
CRS3035RES200mN2528400E3923000,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,69383,192.5,94,12,41,3,58,6,6670735.7,8586,52,42,55,27,2,10,0,1,6,5,12,9.5,20,34,34,31,33,8,0
CRS3035RES200mN2528400E3923200,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,69383,188.5,88,10,35,11,50,5,6814043.2,8200,39,49,67,13,3,5,0,0,1,1,12,18,19.5,33,36,14,41,13,0
CRS3035RES200mN2528400E3923400,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,69383,86.5,43,1,18,0,31,2,3377807,3665,25,18,18,20,0,5,0,0,3,1,5,4.5,2,16,10,20,14,11,0
CRS3035RES200mN2528400E3923600,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,"69029,69383",116,81,4,60,1,8,0,3024891.1,4099,78,3,2,0,58,21,0,4,4,2,3,1,3,36,22,25,18,2,0
CRS3035RES200mN2528600E3917400,CRS3035RES1000mN2528000E3917000,CRS3035RES1000mN2528000E3917000,0,0,69382,452.5,201,14,76,15,83,11,14516897.8,13442,201,0,0,0,0,201,0,29,20,20,35,40.5,24,157,107,31,15,3,0
CRS3035RES200mN2528600E3917600,CRS3035RES1000mN2528000E3917000,CRS3035RES1000mN2528000E3917000,0,0,69382,599.5,264,44,112,23,89,39,14989044.2,17195,264,0,0,0,0,264,0,115,37,14,48.5,68,41,181,120,43,39,8,0
CRS3035RES200mN2528600E3917800,CRS3035RES1000mN2528000E3917000,CRS3035RES1000mN2528000E3917000,0,0,69382,433,251,37,144,7,53,25,11567631.8,15247,248,3,127,37,20,67,0,17,23.5,5,14,33.5,36,129,95,31,51,15,0
CRS3035RES200mN2528600E3918000,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528600E3918000,0,0,69382,948,495,61,237,13,228,46,27239391.3,35835,494,1,87,66,99,243,0,56,43,14,42,66,84,202,182,110,141,64,0
CRS3035RES200mN2528600E3918200,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528600E3918200,0,0,"69382,69387",198,154,32,126,1,28,10,4480042.3,7080,154,0,55,17,51,31,0,82,3,0,3.5,9,14.5,37,26,23,45,37,0
CRS3035RES200mN2528600E3918600,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528600E3918600,0,0,69387,468.5,232,48,111,16,54,33,10457264.2,14633,232,0,64,89,5,74,0,122,24,16,33,47.5,35,129,92,50,36,6,0
CRS3035RES200mN2528600E3918800,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528600E3918800,0,0,69387,42,25,2,13,0,7,1,1135537.3,1740,25,0,24,1,0,0,0,0,2,1,0,0,4,23,7,2,2,1,0
CRS3035RES200mN2528600E3919000,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,201.5,122,23,69,2,35,4,5182589.4,7060,122,0,62,47,0,13,0,0,10,2,2,11.5,20,104,25,9,14,4,0
CRS3035RES200mN2528600E3919200,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,429.5,187,27,65,7,92,20,11653781.2,15701,187,0,21,166,0,0,0,21,22.5,12,20,36,43,85,97,40,55,19,0
CRS3035RES200mN2528600E3919400,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,739,381,35,184,15,191,24,22715875.4,28687,377,4,99,233,19,30,0,52,27.5,9,36,47.5,54,204,131,77,95,58,0
CRS3035RES200mN2528600E3919600,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,972.5,474,48,208,18,166,37,28284324.2,32139,474,0,27,83,83,281,0,75,46,32.5,66.5,59.5,67.5,318.5,198,62,92,30,0
CRS3035RES200mN2528600E3919800,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,797.5,445,71,239,18,178,33,21108683.7,27095,445,0,59,83,0,303,0,77,37,17.5,28,46,61,281,146,73,52,56,0
CRS3035RES200mN2528600E3920000,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,69387,593.5,307,24,145,12,179,20,17265462.8,21216,307,0,0,91,131,85,0,0,41.5,7,29,27,58,192,84,69,53,33,0
CRS3035RES200mN2528600E3920200,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,1,0,69387,3,0.9,0.3,0.2,0.3,0,0.2,54003.9,77.6,0.9,0,0,0,0.7,0.2,0,0.9,0.1,0.2,0.4,0.6,0.4,0.5,0.8,0,0,0,0
CRS3035RES200mN2528600E3920400,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,69387,535.5,245,25,104,21,78,32,14106314.8,17549,245,0,55,0,117,73,0,55,25,10,46,53.5,44,123,122,55,46,11,0
CRS3035RES200mN2528600E3920600,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,"69387,69388",438,258,66,164,6,58,13,11206461.3,12847,257,1,6,18,81,153,0,109,24,8,16.5,22.5,62,172,77,18,27,11,0
CRS3035RES200mN2528600E3921200,CRS3035RES1000mN2528000E3921000,CRS3035RES200mN2528600E3921200,0,0,"69388,69383",481,245,25,120,9,117,11,15910706.5,18452,245,0,1,0,102,141,1,13,20,10,24,33,52,137,72,52,57,24,0
CRS3035RES200mN2528600E3921400,CRS3035RES1000mN2528000E3921000,CRS3035RES200mN2528600E3921400,0,0,"69383,69388",451,238,16,108,6,135,24,14144728.2,17013,236,2,25,105,67,40,1,0,29,10,12,24.5,38.5,141,65,45,50,36,0
CRS3035RES200mN2528600E3921600,CRS3035RES1000mN2528000E3921000,CRS3035RES200mN2528600E3921600,0,0,69383,375.5,195,10,85,7,120,13,12360784.1,15313,192,3,18,38,106,33,0,0,20,0,16,21.5,28,86,68,47,56,33,0
CRS3035RES200mN2528600E3921800,CRS3035RES1000mN2528000E3921000,CRS3035RES200mN2528600E3921800,0,0,69383,688.5,328,69,143,19,130,37,18314340.3,24943,328,0,0,137,107,84,0,132,35.5,12.5,46.5,68,48,121,134,85,93,45,0
CRS3035RES200mN2528600E3922000,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,73.5,58,18,47,0,12,1,1526693.4,2286,58,0,38,0,0,20,0,0,0,0,2.5,3,15,37,9,5,1,1,0
CRS3035RES200mN2528600E3922200,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,285,151,21,82,4,67,13,8646323.1,9671,128,23,80,0,1,70,0,24,12,6,12.5,27.5,23,88,62,27,19,8,0
CRS3035RES200mN2528600E3922400,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,538,342,52,217,5,123,22,14916874.2,19612,330,12,180,33,22,107,0,12,20.5,10,15.5,28,60,182,108,38,58,18,0
CRS3035RES200mN2528600E3922600,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,569.5,272,21,114,15,140,33,18005386.2,21784,236,36,59,5,99,109,0,21,23,15,35,52,44.5,122,116,50,74,38,0
CRS3035RES200mN2528600E3922800,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,258.5,118,12,54,10,63,7,8996204.5,9611,84,34,54,33,0,31,0,0,8,8,18,24,27.5,41,60,27,31,14,0
CRS3035RES200mN2528600E3923000,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,69383,357.5,146,7,41,7,115,7,14515601.2,14616,82,64,38,30,39,39,0,0,8,6,19,39.5,32,41,78,41,66,27,0
CRS3035RES200mN2528600E3923200,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,69383,132,56,2,18,6,41,4,5413620.7,5387,24,32,25,25,6,0,0,0,2,6,12.5,9.5,6,19,23,21,25,8,0
CRS3035RES200mN2528600E3923400,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,1,0,69383,12,4.6,0.5,1.3,0.6,3.3,0.3,451529,517.3,1.3,3.3,1.9,1.4,0,1.3,0,0,0.1,0,0.5,1.2,1.9,1.3,2.7,1.9,2.4,0,0
CRS3035RES200mN2528600E3923600,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,1,0,"69383,69029",61,23.3,2.4,6.4,3.2,16.9,1.6,2295272.4,2629.4,6.4,16.9,9.7,7.2,0,6.4,0,0,0.8,0,2.4,6.4,9.6,6.4,13.7,9.6,12.1,0,0
CRS3035RES200mN2528800E3914600,CRS3035RES1000mN2528000E3914000,CRS3035RES1000mN2528000E3914000,0,0,"69202,69385",239,117,7,49,5,94,10,7261025.1,10286,101,16,4,64,47,2,0,0,12,4,8,16.5,17.5,30,49,24,41,37,0
CRS3035RES200mN2528800E3914800,CRS3035RES1000mN2528000E3914000,CRS3035RES1000mN2528000E3914000,0,0,"69385,69202",103,43,4,16,6,31,0,3242432.4,4408,13,30,18,8,4,13,0,1,3,3,6,12,8,16,19,13,21,2,0
CRS3035RES200mN2528800E3915000,CRS3035RES1000mN2528000E3915000,CRS3035RES1000mN2528000E3915000,0,0,"69202,69385",78,25,1,3,6,23,0,2902965.2,2938,0,25,7,4,8,6,0,1,2,1,8,7,6,7,13,13,18,3,0
CRS3035RES200mN2528800E3917200,CRS3035RES1000mN2528000E3917000,CRS3035RES1000mN2528000E3917000,0,0,"69142,69382",62,29,1,11,0,20,0,2455002,3052,29,0,5,0,0,24,0,0,1,1,3,1.5,5.5,5,10,11,17,7,0
CRS3035RES200mN2528800E3917600,CRS3035RES1000mN2528000E3917000,CRS3035RES1000mN2528000E3917000,0,0,69382,885,341,14,98,25,91,32,26267330.1,27715,341,0,0,0,166,175,0,40,48.5,27,84.5,95.5,71.5,196,260,64,30,8,0
CRS3035RES200mN2528800E3917800,CRS3035RES1000mN2528000E3917000,CRS3035RES1000mN2528000E3917000,0,0,69382,745,382,61,189,21,123,51,19866593.9,25025,380,2,99,38,6,239,0,99,27.5,15,58.5,68,60,196,156,65,71,28,0
CRS3035RES200mN2528800E3918000,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528800E3918000,0,0,69382,450,253,46,138,8,87,7,12558362.5,15999,253,0,148,6,49,50,0,0,17,6,18.5,21,42.5,163,71,37,39,28,7
CRS3035RES200mN2528800E3918200,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528800E3918200,0,0,69382,290.5,161,40,88,6,18,17,6834568.2,8977,161,0,31,0,0,130,0,51,16,3,12.5,20.5,30.5,116,46,16,24,6,0
CRS3035RES200mN2528800E3918400,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528800E3918400,0,0,"69382,69387",52.5,34,11,22,1,9,5,1176468.1,1997,34,0,34,0,0,0,0,0,4,0,2,2.5,5,22,9,5,3,0,0
CRS3035RES200mN2528800E3918600,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528800E3918600,0,0,"69387,69382",180,88,14,44,7,47,5,6155650.4,7278,88,0,32,36,0,20,0,0,4,2,4,21,23,37,27,21,25,16,0
CRS3035RES200mN2528800E3918800,CRS3035RES1000mN2528000E3918000,CRS3035RES200mN2528800E3918800,0,0,69387,672,399,47,236,12,157,17,20443470.4,27314,399,0,239,105,17,38,0,22,36,14.5,24.5,17,73,229,108,59,65,45,1
CRS3035RES200mN2528800E3919000,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,773,466,80,292,15,120,32,20215159.4,26789,464,2,296,84,21,62,3,66,30.5,8,29.5,41,71,272,148,75,69,22,7
CRS3035RES200mN2528800E3919200,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,1374.5,785,113,447,19,240,56,38864064.4,45486,785,0,298,154,6,327,0,109,98,40,70.5,58,79,611,207,83,81,47,0
CRS3035RES200mN2528800E3919400,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,1055,661,85,406,8,232,33,30397638.5,40520,660,1,475,41,20,125,0,6,36,15,34,41.5,80.5,451,175,70,93,59,0
CRS3035RES200mN2528800E3919600,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,987.5,581,139,372,23,167,41,23211547.1,31152,580,1,132,207,82,160,0,147,46,25,42.5,66.5,104.5,281,155,84,110,73,0
CRS3035RES200mN2528800E3919800,CRS3035RES1000mN2528000E3919000,CRS3035RES1000mN2528000E3919000,0,0,69387,1093.5,586,64,284,13,309,45,32834076,40593,586,0,72,77,172,265,0,44,60.5,28.5,52,42,69.5,323,178,128,150,62,0
CRS3035RES200mN2528800E3920000,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,69387,960,514,74,260,16,198,35,28059034.4,33234,514,0,2,0,223,289,0,20,50,21,43.5,63.5,105,317,156,78,81,45,0
CRS3035RES200mN2528800E3920200,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,69387,511.5,295,45,169,8,76,22,13227575.5,18268,292,3,52,26,125,92,0,51,25,12,17,20.5,59,158,78,64,60,18,0
CRS3035RES200mN2528800E3920400,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,69387,1132,642,103,347,12,285,31,33513969.5,40661,641,1,73,10,291,268,0,30,44,22.5,48,61.5,103,372,187,99,154,41,0
CRS3035RES200mN2528800E3920600,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,"69387,69388",977.5,491,85,236,28,192,49,25164774.5,35934,491,0,42,72,296,81,0,131,45,25,62.5,73,99,238,162,90,128,55,0
CRS3035RES200mN2528800E3920800,CRS3035RES1000mN2528000E3920000,CRS3035RES1000mN2528000E3920000,0,0,"69388,69387,69383",125,71,11,41,4,25,2,3656140.7,4732,70,1,21,6,39,5,0,0,5,2,10,6,10,38,23,17,9,5,0
CRS3035RES200mN2528800E3921000,CRS3035RES1000mN2528000E3921000,CRS3035RES200mN2528800E3921000,0,0,"69383,69388",269,164,36,108,6,55,11,8099516,9625,159,5,40,58,0,66,0,0,10.5,5,12.5,8.5,52.5,94,42,20,16,8,0
CRS3035RES200mN2528800E3921200,CRS3035RES1000mN2528000E3921000,CRS3035RES200mN2528800E3921200,0,0,"69383,69388",929.5,457,37,194,18,233,37,32437254.5,33697,446,11,42,0,8,407,0,0,33.5,17.5,49,64,93.5,231,199,113,93,36,0
CRS3035RES200mN2528800E3921400,CRS3035RES1000mN2528000E3921000,CRS3035RES200mN2528800E3921400,0,0,69383,1035,527,34,227,13,304,34,36870993.1,40999,524,3,14,31,67,415,0,0,44,18.5,49,58.5,84,238,223,117,153,50,0
CRS3035RES200mN2528800E3921600,CRS3035RES1000mN2528000E3921000,CRS3035RES200mN2528800E3921600,0,0,69383,820.5,437,33,201,6,279,30,28046339.2,33552,432,5,4,103,250,80,0,0,36,19,41,37.5,45,175,132,79,182,74,0
CRS3035RES200mN2528800E3921800,CRS3035RES1000mN2528000E3921000,CRS3035RES200mN2528800E3921800,0,0,69383,823.5,419,41,186,10,208,40,26300991.1,30535,413,6,43,75,161,140,0,67,34.5,11,41.5,51.5,69,205,167,95,116,33,0
CRS3035RES200mN2528800E3922000,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,406.5,208,55,105,12,50,29,8896507.5,13562,203,5,5,110,0,93,0,84,21.5,9,19,37,35,97,76,42,46,24,0
CRS3035RES200mN2528800E3922200,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,275,151,15,75,3,79,10,8499981,11228,137,14,33,31,1,86,0,0,9,10.5,9,15.5,22,70,50,36,38,15,0
CRS3035RES200mN2528800E3922400,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,481,216,37,84,19,75,24,14027489.4,16824,180,36,66,64,10,76,0,58,29,14.5,39,41.5,36,111,103,38,48,21,0
CRS3035RES200mN2528800E3922600,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,544.5,291,36,145,11,104,32,16654479,20401,264,27,101,42,17,131,0,15,17,13.5,18,42,56,151,108,60,56,23,0
CRS3035RES200mN2528800E3922800,CRS3035RES1000mN2528000E3922000,CRS3035RES1000mN2528000E3922000,0,0,69383,498.5,281,27,156,9,131,28,15897227.2,19423,269,12,57,77,26,120,1,7,15.5,10.5,26,33.5,39,120,106,49,57,42,0
CRS3035RES200mN2528800E3923000,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,69383,341,179,17,85,8,92,18,11768129.3,13974,157,22,51,1,80,47,0,9,18,6,9,19,32,77,59,34,48,39,0
CRS3035RES200mN2528800E3923200,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,69383,548,261,77,125,20,50,41,13139132,19062,213,48,244,13,1,3,0,198,27.5,14,38.5,59,30,71,102,81,85,40,0
CRS3035RES200mN2528800E3923400,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,69383,119,39,1,4,5,39,1,5631813.1,5409,0,39,28,2,2,7,0,0,0,7,7,17,9,9,33,17,15,5,0
CRS3035RES200mN2528800E3923600,CRS3035RES1000mN2528000E3923000,CRS3035RES1000mN2528000E3923000,0,0,"69383,69029",113,43,2,6,3,36,5,4208027.1,5453,6,37,26,3,4,10,0,0,3,3,6,12,7,14,23,20,24,1,0
CRS3035RES200mN2529000E3914400,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,"69202,69385,69089",52,16,1,1,4,13,1,1932177.6,1851,0,16,1,14,1,0,0,0,1,0,7.5,8.5,1,5,12,8,7,2,0
CRS3035RES200mN2529000E3914600,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,"69385,69202",112,46,4,14,3,43,3,4596081.7,5254,3,43,16,13,4,13,0,0,2,1,12,9,10,12,18,15,21,12,0
CRS3035RES200mN2529000E3914800,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,69385,136,52,1,13,8,50,2,4965348,5677,0,52,6,23,6,17,0,0,1,2,18,14,9,5,33,16,21,17,0
CRS3035RES200mN2529000E3915000,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,"69385,69202",290.5,109,5,29,10,91,8,10041814.6,10901,47,62,11,12,41,45,0,0,11,8.5,19.5,34.5,28,37,66,34,41,11,0
CRS3035RES200mN2529000E3915200,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,"69385,69202",338,156,20,59,7,47,23,8045433,10780,151,5,7,71,1,77,0,53,24,6,22,18,39.5,90,53.5,31,42,12,0
CRS3035RES200mN2529000E3915400,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,"69202,69385",315,152,18,66,7,88,22,7818625.6,10836,139,13,16,125,6,5,0,1,15,8.5,16,28.5,37,66,67,39,24,14,0
CRS3035RES200mN2529000E3916800,CRS3035RES1000mN2529000E3916000,CRS3035RES1000mN2529000E3916000,0,0,"69202,69385",193.5,90,9,37,6,52,10,5923493.3,8286,85,5,12,21,31,26,0,27,5,5,17,13.5,11,23,39,31,32,17,0
CRS3035RES200mN2529000E3917000,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,"69202,69385,69142",263,137,7,68,7,76,2,10147007.3,11607,131,6,7,46,1,83,0,19,9,5,10,21,16,52,54,42,40,14,0
CRS3035RES200mN2529000E3917200,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,"69142,69385,69202",110,62,8,33,2,40,4,3695738.5,5452,56,6,37,1,24,0,0,0,2,0,4,5.5,7.5,24,22,12,24,9,0
CRS3035RES200mN2529000E3917400,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,1,0,"69142,69382,69385",5,2.3,0.2,0.5,0,1.8,0.2,214445.3,266.4,2.2,0.1,0.3,0,0,2,0,0,0.2,0,0,0.5,0.4,0.7,1.1,0.1,1.2,0.8,0
