Idcar_200m,I_est_200,Idcar_1km,I_est_1km,Idcar_nat,Groupe,Ind,Men_1ind,Men_5ind,Men_prop,Men_fmp,Ind_snv,Men_surf,Men_coll,Men_mais,Log_av45,Log_45_70,Log_70_90,Log_ap90,Log_inc,Log_soc,Ind_0_3,Ind_4_5,Ind_6_10,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_55_64,Ind_65_79,Ind_80p,Ind_inc,Men_pauv,Men,lcog_geo
CRS3035RES200mN2531000E3915800,0,CRS3035RES1000mN2531000E3915000,0,CRS3035RES1000mN2531000E3915000,597050,118,75,3,13,2,2913283.7,4390,79,10,0,11,77,1,0,0,0,2,7,2,5,5,11,7,13,66,0,5,89,69389
CRS3035RES200mN2531000E3916000,1,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597175,1,0.2,0,0.2,0,20384,36.6,0.4,0.1,0.3,0,0,0.2,0,0,0.1,0,0.1,0.1,0,0.3,0.2,0.1,0.1,0,0,0.1,0.5,69389
CRS3035RES200mN2531000E3916400,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597181,320.5,16,20,2,29,5123675.6,7577,105,2,2,68,37,0,0,105,33,18.5,24.5,40,28.5,76,58,14,13,8,7,27,107,69389
CRS3035RES200mN2531000E3916600,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597188,420,56,18,0,41,7113771.4,11320,164,7,0,171,0,0,0,98,42,19.5,23.5,39.5,34.5,104,62,36,34,25,0,45,171,69389
CRS3035RES200mN2531000E3916800,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597177,98,15,0,36,5,2678694,3872,48,0,0,0,37,11,0,0,4,1,3,4,10,18,14,10,28,6,0,4,48,69389
CRS3035RES200mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597146,275,81,4,102,9,7452924.4,11500.6,146,8,5,146,0,3,0,1,10,7.5,10.5,10,22,78,48,34,35,20,0,16,154,69389
CRS3035RES200mN2531000E3917200,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597141,227.5,57,4,70,7,6597490.2,9550,116,6,10,0,108,4,0,0,12,7,9,9.5,14,63,39,23,41,10,0,13,122,69389
CRS3035RES200mN2531000E3917400,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597133,88,20,3,20,5,2726405,3599,32,9,29,6,0,6,0,0,1,1,8,7,8,24,14,13,5,6,1,5,41,"69389,69385"
CRS3035RES200mN2531000E3917600,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597145,248.5,80,3,65,7,6719960,9103,132,8,134,3,1,2,0,19,17,5.5,15,5,15,104,45,23,17,2,0,22,140,"69389,69385,69381"
CRS3035RES200mN2531000E3917800,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597139,245.5,59,8,43,11,6696837.4,9397,105,15,93,0,0,27,0,28,9,6,18,23.5,23,55,59,27,21,2,2,20,120,"69385,69389,69381"
CRS3035RES200mN2531000E3918000,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531000E3918000,597273,377.5,107,3,99,18,10829558.8,15223.7,210,2,210,0,1,0,1,38,20,6,13,18,19.5,129,84,36,42,10,0,30,212,69385
CRS3035RES200mN2531000E3918200,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531000E3918200,597269,187.5,57,3,36,7,4950732.7,6728,104,0,90,7,0,7,0,0,8,1,6,8.5,21,66,27,22,17,10,1,19,104,69385
CRS3035RES200mN2531000E3918400,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531000E3918400,597271,371.5,98,8,70,13,10190630.9,14649.7,198,0,195,0,0,1,2,0,13,3,24,25.5,40,109,68,29,43,17,0,36,198,"69385,69381"
CRS3035RES200mN2531000E3918600,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531000E3918600,597285,895,217,16,190,39,25248176,38036.8,461,1,445,0,0,17,0,53,38.5,23,38,43,82.5,262,180,87,106,33,2,68,462,"69381,69385"
CRS3035RES200mN2531000E3918800,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531000E3918800,597278,551.5,195,12,98,25,14799292.2,21721,331,0,286,43,0,2,0,39,16.5,6,16,26,61,205,107,39,50,19,6,47,331,69381
CRS3035RES200mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597253,568,171,11,77,29,15611365.7,22714,319,0,306,11,0,2,0,22,25,8,24,38,53,232,96,30,43,19,0,50,319,69381
CRS3035RES200mN2531000E3919200,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597249,400,111,15,75,11,12175517,16924,207,0,178,0,0,29,0,14,17,6,13.5,29.5,60,128,81,37,16,12,0,27,207,69381
CRS3035RES200mN2531000E3919400,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597247,310.5,50,10,63,10,11272386.9,16227.8,136,1,134,0,0,1,2,0,14,7,16,23.5,27,65,63,36,44,15,0,7,137,"69386,69381"
CRS3035RES200mN2531000E3919600,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597260,1157.5,233,35,204,30,38894849.4,46487.7,541,0,540,0,0,0,1,15,65,21,76,79.5,84,291,248,117,128,48,0,31,541,69386
CRS3035RES200mN2531000E3919800,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597262,1216.5,280,28,229,62,41247929.2,47996.5,600,3,391,23,117,71,1,8,53,26,59.5,98.5,94.5,296,246,136,132,71,4,48,603,69386
CRS3035RES200mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597322,908.5,188,20,190,34,30102378.3,35264.9,436,0,224,48,76,87,1,50,41,15,38,71.5,89,225,178,87,109,53,2,40,436,69386
CRS3035RES200mN2531000E3920200,0,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597332,1489.5,346,39,259,100,35380207.2,49325.9,738,0,241,203,198,95,1,213,84.5,39,77.5,105.5,130,359,269,130,168,123,4,134,738,69386
CRS3035RES200mN2531000E3920400,0,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597328,1062.5,384,26,150,52,27300302.9,34870.9,623,1,296,63,120,145,0,174,47,20,45,77,84.5,304,183,80,135,87,0,102,624,69386
CRS3035RES200mN2531000E3920600,0,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597333,1390.5,500,18,232,62,38559911.8,49139.7,835,0,763,43,10,16,3,58,57,24,50.5,66,124.5,561,240,125,89,52,1.5,100,835,69386
CRS3035RES200mN2531000E3920800,0,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597321,861,147,19,209,39,28509527.1,36162.9,398,2,314,86,0,0,0,0,46,17,36.5,63.5,74,181,161,90,128,64,0,26,400,69386
CRS3035RES200mN2531000E3921000,0,CRS3035RES1000mN2531000E3921000,0,CRS3035RES200mN2531000E3921000,597361,257.5,46,7,25,20,5217645,8423,117,0,0,14,103,0,0,70,13,4,13,22.5,25,62,39,28,36,14,1,23,117,69386
CRS3035RES200mN2531000E3921200,0,CRS3035RES1000mN2531000E3921000,0,CRS3035RES200mN2531000E3921200,597374,858.5,213,26,227,25,25807205.2,31670,419,15,35,53,249,97,0,10,26.5,18,43.5,70.5,71,190,160,93,121,65,0,45,434,"69386,69266"
CRS3035RES200mN2531000E3921400,0,CRS3035RES1000mN2531000E3921000,0,CRS3035RES200mN2531000E3921400,597375,795.5,248,20,135,35,18685688.8,26409.5,417,18,219,42,45,127,2,61,37,19.5,48,46,97,242,146,61,82,16,1,66,435,"69266,69386"
CRS3035RES200mN2531200E3915200,0,CRS3035RES1000mN2531000E3915000,0,CRS3035RES1000mN2531000E3915000,597045,110,5,9,27,1,4597989.6,4783,3,29,20,8,0,4,0,0,3,2,10.5,19.5,18,6,32,7,7,5,0,1,32,"69244,69389"
CRS3035RES200mN2531200E3915400,0,CRS3035RES1000mN2531000E3915000,0,CRS3035RES1000mN2531000E3915000,597048,138,22,8,40,4,3051626.4,4405,47,8,8,45,1,1,0,1,8,7,8,19,11,27,24,14,12,8,0,4,55,"69389,69244"
CRS3035RES200mN2531200E3915600,0,CRS3035RES1000mN2531000E3915000,0,CRS3035RES1000mN2531000E3915000,597060,485,55,23,55,32,8819155.2,14147.5,180,0,0,0,179,0,1,114,39.5,14,37,68,41.5,97,99,32,40,16,1,35,180,69389
CRS3035RES200mN2531200E3915800,0,CRS3035RES1000mN2531000E3915000,0,CRS3035RES1000mN2531000E3915000,597056,335.5,40,11,116,16,8758381.2,12474,142,1,0,1,142,0,0,0,12,6.5,22,30,27,57,61,41,59,20,0,5,143,69389
CRS3035RES200mN2531200E3916000,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597178,143.5,40,3,0,10,2083672.2,3867,75,1,75,0,0,1,0,75,10.5,2,12,10,6,36,28,14,18,7,0,24,76,69389
CRS3035RES200mN2531200E3916200,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597189,505,61,35,2,26,7825019,12461,177,1,81,0,79,18,0,176,36,18,49,57,48,79,107,44,42,24,1,54,178,69389
CRS3035RES200mN2531200E3916400,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597192,570,165,19,0,45,8824222.2,16047,294,0,173,83,38,0,0,286,41,19,34,41,38,88,100,78,71,59,1,89,294,69389
CRS3035RES200mN2531200E3916600,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597186,315,65,9,21,22,5650130,9713,149,0,0,81,0,68,0,109,15,10.5,17,27.5,20,65,63,50,30,17,0,36,149,69389
CRS3035RES200mN2531200E3916800,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597183,269.5,45,14,1,15,4939841.8,7465.5,111,0,0,0,41,69,1,0,18,8,22.5,38,21,84,52,17,6,3,0,17,111,69389
CRS3035RES200mN2531200E3917000,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597149,351,85,8,44,28,7292739.8,11321,177,1,22,151,0,5,0,110,20,7,19,26,31,79,62,56,33,16,2,31,178,69389
CRS3035RES200mN2531200E3917200,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597148,312.5,81,3,89,9,7753191.2,10502.5,166,2,41,117,5,4,1,0,14,11,10.5,10,19,125,48,22,34,19,0,24,168,69389
CRS3035RES200mN2531200E3917400,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597138,154.5,36,4,38,5,4764176.6,6310,78,1,53,0,1,25,0,1,9,1.5,9,10,10,48,31,21,14,1,0,10,79,"69381,69389"
CRS3035RES200mN2531200E3917600,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597132,77,16,1,19,1,2532708.9,3109.8,35,3,5,32,0,0,1,0,3,1,3,4,4,22,14,9,8,8,1,2,38,"69381,69389"
CRS3035RES200mN2531200E3917800,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597137,128.5,32,5,42,5,4389679.9,6730,67,3,50,0,0,20,0,0,2,2.5,8,6,7,34,23,12,24,10,0,8,70,"69381,69385"
CRS3035RES200mN2531200E3918000,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531200E3918000,597270,289.5,46,9,41,15,8289782,12453,126,0,107,19,0,0,0,0,10,6,12,34.5,33,62,62,28,26,15,1,10,126,"69381,69385"
CRS3035RES200mN2531200E3918200,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531200E3918200,597272,393.5,105,11,105,10,11177373.1,16933,208,0,208,0,0,0,0,0,15,3,13,24,42,110,71.5,36,50,26,3,28,208,"69381,69385"
CRS3035RES200mN2531200E3918400,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531200E3918400,597290,1146.5,296,29,197,66,30133345.4,43583,598,0,439,0,51,108,0,129,35.5,22,54,89.5,116.5,361,231,102,96,38,1,116,598,"69381,69385"
CRS3035RES200mN2531200E3918600,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531200E3918600,597289,963,320,17,213,37,26551383.9,39670,556,0,521,0,0,35,0,42,35,13.5,31.5,62,81.5,310.5,202,93,96,38,0,78,556,69381
CRS3035RES200mN2531200E3918800,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531200E3918800,597291,1512,484,28,252,80,36078377.1,55117,858,0,836,0,20,2,0,150,54,27.5,74.5,100.5,130.5,587,303,119,86,29,1,170,858,69381
CRS3035RES200mN2531200E3919000,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597266,1534,556,23,184,64,35163644.2,56334.2,922,2,916,4,2,0,2,245,62.5,25,54,86,139.5,656,288,97,95,31,0,196,924,69381
CRS3035RES200mN2531200E3919200,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597245,173,55,3,37,6,5257885.9,7732,102,0,97,0,0,5,0,0,7,2,5,5,12,74,32,17,17,2,0,16,102,69381
CRS3035RES200mN2531200E3919400,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597244,204,27,10,40,4,8182937.9,11184,82,0,75,7,0,0,0,0,9,4,6,20,20,35,41,21,29,19,0,2,82,"69386,69381"
CRS3035RES200mN2531200E3919600,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597251,738.5,107,34,164,32,26798755.8,35309.9,309,1,246,26,0,38,0,13,36,10,37,77.5,70,108,156,94,98,50,2,21,310,69386
CRS3035RES200mN2531200E3919800,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597255,848,177,18,205,37,29205021,38612.6,406,3,341,68,0,0,0,0,38,17.5,33,61.5,79,203,151,89,107,68,1,31,409,69386
CRS3035RES200mN2531200E3920000,0,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597326,1161.5,251,30,217,68,37471045.1,46421.9,561,0,292,164,0,103,2,48,48.5,28.5,59,93.5,118,268,213,147,114,72,0,47,561,69386
CRS3035RES200mN2531200E3920200,0,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597329,1114.5,356,23,177,48,33390968,40938.5,629,2,576,15,22,17,1,75,30,19.5,48,70,100,383,212,107,109,36,0,69,631,69386
CRS3035RES200mN2531200E3920400,0,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597331,1369,317,32,251,66,42216698,49526.5,672,5,390,55,99,132,1,72,78,33,79.5,93,104.5,383,263,125,140,68,2,76,677,69386
CRS3035RES200mN2531200E3920600,0,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597324,880,267,19,185,38,26453745.4,34202.7,492,4,408,69,0,18,1,12,35.5,15.5,30,53,71,308,154,74,87,51,1,67,496,69386
CRS3035RES200mN2531200E3920800,0,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597319,739,171,18,147,28,21792814.1,28118.6,363,3,242,62,48,9,5,19,40,12.5,38,52.5,75,217,138,64,63,39,0,47,366,69386
CRS3035RES200mN2531200E3921000,0,CRS3035RES1000mN2531000E3921000,0,CRS3035RES200mN2531200E3921000,597366,569,199,12,108,22,15177174.4,21405,330,4,186,41,52,55,0,26,26,11.5,20.5,32,59,215,81,44,54,25,1,50,334,"69386,69266"
CRS3035RES200mN2531200E3921200,0,CRS3035RES1000mN2531000E3921000,0,CRS3035RES200mN2531200E3921200,597370,707,178,11,135,32,18456541.3,22243,368,4,147,31,61,133,0,52,40.5,9.5,31,33,66,268,101,67,65,26,0,63,372,"69266,69386"
CRS3035RES200mN2531400E3915400,0,CRS3035RES1000mN2531000E3915000,0,CRS3035RES1000mN2531000E3915000,597059,368.5,63,14,96,18,9587758,14418,157,8,1,114,0,50,0,44,24.5,8,26,25.5,27.5,67,76,44,39,31,0,11,165,"69244,69389"
CRS3035RES200mN2531400E3915600,0,CRS3035RES1000mN2531000E3915000,0,CRS3035RES1000mN2531000E3915000,597062,482.5,83,5,182,22,14067030.3,20836,215,14,0,29,200,0,0,0,17,11.5,25,29,34,81,84,54,97,50,0,7,229,"69389,69244"
CRS3035RES200mN2531400E3915800,1,CRS3035RES1000mN2531000E3915000,0,CRS3035RES1000mN2531000E3915000,597043,2,0.2,0.2,0.5,0,65249.8,66.4,0.2,0.4,0.3,0,0.3,0,0,0,0.1,0,0.2,0.2,0.3,0.2,0.5,0.3,0.1,0.1,0,0.1,0.6,69389
CRS3035RES200mN2531400E3916000,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597179,212,30,13,17,18,3494970.8,6463,74,11,35,1,23,26,0,42,15,5,12,26,22,38,54,19,16,4,1,24,85,69389
CRS3035RES200mN2531400E3916200,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597180,241,43,13,35,9,4485136.9,7286,105,0,5,33,0,67,0,47,19.5,6,21.5,20,19,57,46,18,20,14,0,22,105,69389
CRS3035RES200mN2531400E3916400,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597187,325.5,75,3,68,8,8454571.6,9921,164,0,0,0,0,164,0,0,25,10,10,17,31.5,126,64,23,18,1,0,18,164,69389
CRS3035RES200mN2531400E3916600,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597190,382,101,8,57,13,9706368.6,11518,191,7,39,1,8,150,0,11,27,9,18,26,46,132,67,24,20,11,2,36,198,69389
CRS3035RES200mN2531400E3916800,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597184,221,97,2,49,9,6096109.1,7936,146,0,0,0,0,146,0,0,9,1,4,11,26,90,38,18,18,6,0,19,146,69389
CRS3035RES200mN2531400E3917000,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597142,286.5,45,8,10,24,4923294.1,7795,123,1,10,110,0,4,0,109,26,8,24,20.5,28,73,46,24,22,14,1,40,124,69389
CRS3035RES200mN2531400E3917200,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597134,81.5,21,3,13,3,2005681.4,2668,41,0,41,0,0,0,0,16,5,4,5.5,5,9,29,12,8,2,2,0,13,41,"69389,69381"
CRS3035RES200mN2531400E3917400,1,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597130,42,4.6,0.9,4.6,1.8,1434761.9,1455.4,14.6,0.9,2.7,0,0.9,11.9,0,6.4,2.7,3.7,1.8,2.7,4.6,8.2,10.1,6.4,0.9,0.9,0,0.9,15.5,"69381,69389"
CRS3035RES200mN2531400E3917600,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597151,625,101,17,121,41,18287000.3,23268,270,10,71,1,62,146,0,96,34,14,36,63.5,51.5,132,125,70,72,26,1,33,280,69381
CRS3035RES200mN2531400E3917800,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597136,129,19,4,36,8,4235539.3,5405,56,0,11,26,19,0,0,0,3,2,6,14.5,18.5,12,23,17,22,11,0,7,56,69381
CRS3035RES200mN2531400E3918000,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531400E3918000,597268,71.5,11,2,12,4,2256383.2,2657,30,1,20,0,0,11,0,0,1,2,0,7,11,12.5,15,15,6,2,0,1,31,69381
CRS3035RES200mN2531400E3918200,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531400E3918200,597277,552,140,10,137,39,14774345.5,19304.8,284,4,285,0,0,3,0,21,23.5,6,33,42.5,44,164,101,66,57,15,0,38,288,69381
CRS3035RES200mN2531400E3918400,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531400E3918400,597287,949.5,245,16,192,60,24550645.9,33838,507,0,481,0,0,26,0,33,51.5,18,56.5,48.5,63,359,189,67,74,23,0,72,507,69381
CRS3035RES200mN2531400E3918600,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531400E3918600,597275,501,132,14,77,32,12040413.1,17808,257,0,245,0,0,12,0,71,26,8,25.5,49.5,36,147,117,38,43,11,0,34,257,69381
CRS3035RES200mN2531400E3918800,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531400E3918800,597292,1629.5,484,34,277,112,36860844.3,53002.9,891,1,837,0,22,32,1,220,67.5,50,100,105,110,552,355,144,113,32,1,208,892,69381
CRS3035RES200mN2531400E3919000,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597265,1590.5,474,29,271,84,38102610.6,54769.8,874,1,798,20,20,37,0,121,76,29.5,82.5,99,109,630,311.5,130,95,26,2,134,875,69381
CRS3035RES200mN2531400E3919200,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597252,589,152,8,101,25,16124295.4,24090.9,311,0,298,10,0,0,3,60,20,11,19.5,29.5,69,202,122,52,51,13,0,46,311,69381
CRS3035RES200mN2531400E3919400,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597246,254,43,8,46,9,9123792.4,12771,118,0,113,0,5,0,0,0,17,5.5,11,16.5,16,53,56,28,37,14,0,7,118,"69386,69381"
CRS3035RES200mN2531400E3919600,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597263,1293.5,252,44,313,43,45065912.9,58259.7,604,2,459,63,8,74,2,36,51,28.5,77,97.5,90.5,270,251,140,190,97,1,40,606,69386
CRS3035RES200mN2531400E3919800,0,CRS3035RES1000mN2531000E3919000,0,CRS3035RES1000mN2531000E3919000,597257,935,176,26,212,35,34451924.6,39238.9,431,1,190,92,72,78,0,9,49,26,45,79.5,74.5,185,186,115,113,62,0,31,432,69386
CRS3035RES200mN2531400E3920000,0,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597327,1087,305,17,290,48,35934743.2,46177.5,595,0,67,57,421,48,2,99,32,11,45,66,67,244,190,119,172,141,0,56,595,69386
CRS3035RES200mN2531400E3920200,0,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597323,1013,179,26,274,34,33617262.5,39630.7,464,5,134,186,71,78,0,0,47,20.5,60,74.5,71,229,180,100,134,96,1,42,469,69386
CRS3035RES200mN2531400E3920400,0,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597325,1217.5,210,33,269,41,44001764.3,48578.9,544,2,199,105,146,96,0,15,52,26.5,74.5,97.5,111,241,263,121,154,75,2,31,546,69386
CRS3035RES200mN2531400E3920600,0,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597320,874,114,27,205,30,32821075.8,41847.7,375,0,192,59,24,99,1,38,33,14.5,43.5,99,64,120,199,103,120,77,1,25,375,69386
CRS3035RES200mN2531400E3920800,1,CRS3035RES1000mN2531000E3920000,0,CRS3035RES1000mN2531000E3920000,597314,47.5,2,3.9,0,2,1275459.9,1768.8,13.7,0,12.7,0,1,0,0,0,2.9,2,5.9,7.3,2.9,5.9,16.7,3.9,0,0,0,1,13.7,"69386,69266"
CRS3035RES200mN2531400E3921000,0,CRS3035RES1000mN2531000E3921000,0,CRS3035RES200mN2531400E3921000,597365,692,129,14,102,31,19694013.9,23122.9,314,12,25,0,54,246,1,61,48,20,47.5,36,53.5,257,119,53,47,11,0,31,326,"69266,69386"
CRS3035RES200mN2531600E3915600,0,CRS3035RES1000mN2531000E3915000,0,CRS3035RES1000mN2531000E3915000,597049,166,29,4,53,10,3758892.2,5866,71,8,0,40,39,0,0,3,7,2,9,10,15,32,30,21,31,8,1,10,79,"69389,69244"
CRS3035RES200mN2531600E3915800,0,CRS3035RES1000mN2531000E3915000,0,CRS3035RES1000mN2531000E3915000,597053,227,64,5,99,6,5309852.6,8076,125,0,0,125,0,0,0,0,6,2,10.5,12.5,12,40,44,21,55,23,1,4,125,69389
CRS3035RES200mN2531600E3916000,1,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597175,18,4.4,0.8,4.4,0.5,366912.5,658.4,6.3,2.4,5.5,0.5,0,2.7,0,0,1.4,0,1.4,1.6,0.5,5.4,3.3,1.9,2.2,0.3,0,1.1,8.7,69389
CRS3035RES200mN2531600E3916200,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597176,60,18,1,17,3,1745569.9,2056,31,3,0,0,0,34,0,0,1,1,6,3,4,26,12,2,5,0,0,1,34,69389
CRS3035RES200mN2531600E3916400,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597185,238,87,2,60,7,6303623.5,8193,145,2,45,1,0,101,0,6,7,1.5,6,6.5,18,112,52,21,8,6,0,12,147,69389
CRS3035RES200mN2531600E3916600,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597182,253,38,4,41,7,6493129.5,7510.2,106,3,17,0,0,82,10,0,21,7,9.5,20.5,22,92,46,18,14,3,0,12,109,69389
CRS3035RES200mN2531600E3916800,0,CRS3035RES1000mN2531000E3916000,0,CRS3035RES1000mN2531000E3916000,597193,827,137,21,134,37,20813711,25610,372,0,9,0,0,363,0,96,76,32,56.5,53,39.5,307,153,57,37,16,0,33,372,69389
CRS3035RES200mN2531600E3917000,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597135,97,22,1,33,4,3068514.3,4457,46,2,11,22,14,1,0,0,5,1,5,7,7,18,25,11,9,9,0,5,48,69389
CRS3035RES200mN2531600E3917200,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597144,273.5,65,6,60,12,7483181.4,10508,136,2,55,0,20,63,0,18,18,5,14,10.5,24,91,43,28,30,10,0,12,138,"69389,69384,69381"
CRS3035RES200mN2531600E3917400,1,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597130,2,0.2,0,0.2,0.1,68322,69.3,0.7,0,0.1,0,0,0.6,0,0.3,0.1,0.2,0.1,0.1,0.2,0.4,0.5,0.3,0,0.1,0,0,0.7,"69381,69384"
CRS3035RES200mN2531600E3917600,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597150,523,106,16,150,21,16575813.4,22335.4,233,7,42,135,50,13,0,1,22,10,30,48,50,79,111,70,66,37,0,14,240,"69381,69384"
CRS3035RES200mN2531600E3917800,0,CRS3035RES1000mN2531000E3917000,0,CRS3035RES1000mN2531000E3917000,597143,280.5,57,6,30,11,8903383.3,9677,125,3,41,32,16,39,0,0,17,6,22.5,22.5,12.5,46,59,27,44,24,0,10,128,"69381,69384"
CRS3035RES200mN2531600E3918000,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531600E3918000,597279,656,221,14,53,53,13501776.4,22190,385,1,329,17,0,40,0,244,21.5,16,25.5,42,41,108,140,73,116,72,1,89,386,69381
CRS3035RES200mN2531600E3918200,0,CRS3035RES1000mN2531000E3918000,0,CRS3035RES200mN2531600E3918200,597282,777.5,197,18,160,51,20103464.1,26081,389,7,277,61,22,36,0,66,41,18,41,72,62.5,195,187,72,57,31,1,66,396,69381
